Winning Numbers
02 07 18 26 31
07 16 24 61 62
21 33 36 45 56
12 18 19 25 67
25 51 62 73 74
01 10 57 66 75
05 39 54 63 66
09 28 31 50 61
18 24 34 38 58
26 37 41 54 65
04 05 14 26 73
11 17 59 70 72
04 13 31 50 64
02 13 17 35 73
17 38 42 51 65
24 35 46 50 51
01 31 34 40 75
07 16 20 66 73
23 33 53 56 58
11 17 50 52 74
09 17 25 63 71
20 22 52 57 73
04 06 31 49 52
02 05 26 58 60
18 31 36 50 74
08 12 23 51 73
11 12 24 32 73
07 18 24 55 74
02 09 11 28 60
16 39 47 53 71
10 38 51 55 64
04 21 45 52 57
12 20 53 66 74
02 15 41 49 63
18 22 26 30 44
27 51 62 68 75
03 16 28 33 37
03 05 16 49 75
07 42 57 69 72
05 20 32 37 67
25 26 28 37 56
06 13 17 33 60
01 04 05 24 30
04 35 39 56 72
28 34 41 42 47
06 29 45 69 73
04 23 33 47 53
05 14 42 43 58
06 13 18 20 31
03 13 33 40 50
01 12 13 32 34
08 29 30 43 64
05 10 55 60 73
19 34 35 38 49
30 33 43 47 69
13 24 34 35 55
17 24 27 32 58
30 33 35 37 46
05 28 37 61 69
04 45 53 73 75
11 27 31 58 60
16 23 28 33 59
26 38 42 58 70
03 30 45 53 68
14 26 39 48 51
20 33 45 58 69
12 29 33 42 68
09 21 30 32 75
04 56 58 67 75
07 11 33 60 68
32 39 51 62 75
23 28 37 56 71
03 06 29 30 64
03 14 27 62 72
17 37 53 54 61
08 42 54 63 67
07 09 24 41 53
20 31 54 56 59
10 44 58 74 75
11 20 40 41 59
06 10 44 47 54
14 16 23 49 53
06 21 33 39 43
02 28 30 38 39
21 30 39 60 69
01 12 14 48 65
01 08 15 36 43
02 15 26 34 41
19 27 47 67 68
13 34 48 53 63
03 33 35 49 51
22 33 49 51 59
44 47 49 69 75
01 43 45 66 69
31 32 49 55 58
09 17 23 57 71
16 40 47 53 59
46 48 53 61 74
10 29 32 44 46
19 24 31 39 45
07 38 46 57 66
08 09 24 49 67
12 43 44 48 66
07 24 28 65 74
07 27 60 64 74
36 39 42 45 48
24 37 42 50 65
18 29 30 54 66
21 30 47 50 57
14 16 26 53 72
01 05 08 25 62
02 22 34 62 72
13 21 28 34 40
06 15 17 39 56
01 34 43 44 63
25 37 58 69 75
22 28 41 46 60
28 32 41 51 71
10 11 31 41 44
02 07 46 61 66
22 37 45 65 73
02 43 52 62 63
04 41 44 56 69
12 19 20 44 66
05 18 28 54 74
03 12 36 54 70
11 16 19 31 48
01 04 31 36 54
08 24 25 26 30
03 34 54 65 66
16 51 52 56 58
06 08 22 46 68
08 19 20 55 73
29 46 53 64 73
20 41 42 45 49
15 17 20 35 55
11 14 54 57 63
06 13 21 49 50
20 23 30 44 59
36 37 38 52 62
34 61 66 67 68
25 48 51 65 72
32 54 65 66 71
09 31 34 41 49
18 41 50 68 70
11 50 51 70 75
19 24 26 40 68
17 24 27 48 75
20 21 38 54 66
12 22 46 56 74
14 26 27 32 36
28 29 33 36 45
05 06 37 55 74
14 16 17 28 48
02 19 21 42 60
09 28 40 57 65
09 10 34 37 73
07 11 59 62 63
31 38 52 65 71
13 45 52 53 57
25 28 33 41 69
33 38 40 46 49
04 11 12 35 46
06 19 34 38 70
05 08 57 59 73
18 26 30 44 68
14 18 48 54 71
27 37 54 66 69
21 26 33 48 73
01 29 33 34 55
03 15 19 62 74
16 32 39 53 57
02 27 41 50 75
09 31 33 46 64
01 07 44 68 73
03 42 46 56 71
04 06 23 55 75
07 13 25 51 70
20 28 49 51 52
14 27 39 50 69
21 25 40 46 56
02 17 31 39 47
29 41 53 54 70
15 27 29 31 48
11 39 51 57 75
01 04 36 48 57
07 18 37 38 39
20 25 55 62 74
15 25 29 44 51
11 21 40 50 70
06 23 24 28 62
18 25 47 51 61
14 20 43 54 69
07 17 37 49 73
26 42 47 61 73
05 07 25 50 59
16 20 39 56 59
02 19 30 38 70
09 12 29 37 67
12 14 18 24 61
17 18 31 35 59
08 17 20 45 71
10 31 35 50 72
16 29 44 69 74
17 41 51 53 56
09 26 27 29 74
25 32 37 45 70
06 25 35 38 52
02 38 48 61 68
07 09 24 38 52
08 09 21 63 75
17 58 63 64 66
04 14 29 31 47
08 21 30 61 62
03 08 38 51 64
28 30 38 45 51
17 34 35 51 65
07 20 35 49 56
05 11 31 50 67
19 20 36 41 46
17 21 39 52 57
02 05 35 40 54
13 35 40 60 68
05 44 54 59 63
13 15 21 41 72
02 07 33 39 53
12 15 20 52 71
03 08 29 57 68
01 38 53 63 66
02 19 44 51 57
28 32 33 40 46
08 35 61 68 75
10 12 26 60 62
20 30 62 65 74
06 17 30 31 41
19 24 30 35 72
24 27 45 51 54
06 15 16 28 49
33 50 64 71 72
11 17 34 43 50
12 23 33 47 50
06 13 38 56 70
04 35 36 52 68
08 19 26 56 67
01 40 42 56 62
06 16 17 25 36
07 22 27 41 49
02 09 11 22 23
20 27 38 49 66
01 39 52 69 72
03 14 15 25 48
10 12 21 29 65
11 17 21 36 74
14 30 33 36 44
09 21 25 66 72
11 21 42 62 71
17 18 61 66 74
22 27 55 58 63
24 25 29 47 67
31 33 35 41 69
15 18 29 41 50
03 07 25 68 71
06 11 32 46 68
05 15 22 26 64
10 36 47 63 74
08 26 41 61 73
17 21 36 58 70
02 23 32 45 55
07 50 54 61 75
11 27 44 45 58
08 22 30 42 45
10 14 19 30 73
30 48 55 68 73
09 11 42 44 50
07 49 53 60 64
15 23 26 45 66
02 06 08 52 66
06 45 50 65 66
04 20 44 65 74
07 42 53 58 71
05 06 17 33 68
11 22 25 58 69
18 31 39 45 55
05 26 27 44 57
14 15 32 68 72
31 35 56 59 63
26 32 44 45 58
12 20 25 50 51
37 49 50 56 57
12 20 27 38 75
13 15 35 62 74
03 07 44 63 67
02 05 10 20 38
04 10 31 56 66
14 18 58 59 68
41 58 68 72 73
02 31 46 58 65
27 45 49 51 52
04 05 11 51 59
13 18 22 49 62
08 26 29 36 47
10 11 29 47 56
03 12 35 37 63
37 39 53 68 75
03 49 61 62 68
23 25 28 30 75
31 35 41 65 66
09 15 24 39 41
11 29 36 58 67
03 50 57 58 60
02 14 21 28 55
05 35 37 41 66
21 31 43 56 60
11 37 46 64 68
02 32 35 50 59
16 29 46 48 55
03 20 34 58 67
03 16 52 54 61
17 26 35 46 62
21 24 25 40 43
16 25 27 29 34
25 45 51 53 73
18 28 33 36 42
25 34 55 70 71
07 12 20 24 59
01 08 54 69 72
03 26 45 58 73
29 31 51 60 64
05 31 34 41 74
22 39 56 67 71
16 19 28 29 68
32 53 60 63 68
09 16 61 70 75
25 28 36 45 53
13 29 34 37 72
02 08 16 43 74
22 29 33 41 68
14 18 22 31 47
05 08 59 65 72
02 04 17 36 40
09 13 30 35 69
14 25 27 48 49
16 33 39 58 69
09 22 38 47 49
15 29 31 46 64
13 17 24 47 65
01 22 25 29 56
10 14 24 47 60
07 38 46 49 56
02 10 24 26 74
12 29 37 49 72
19 28 62 66 74
10 13 42 43 62
01 06 10 46 58
12 14 21 38 70
10 40 63 64 69
13 14 16 50 56
37 46 48 70 74
10 28 39 51 59
18 20 27 48 51
01 18 26 35 40
07 43 59 61 66
03 11 18 20 66
02 18 19 49 50
18 25 38 45 63
04 39 46 47 70
03 42 44 47 57
35 36 41 60 71
01 10 15 41 54
10 23 68 74 75
02 03 09 50 73
19 26 51 57 73
02 23 30 35 53
11 19 24 33 51
07 20 40 54 69
09 14 56 57 69
11 13 51 57 69
10 29 31 35 45
03 31 50 58 59
12 18 25 35 66
23 29 32 45 46
23 29 31 37 70
20 28 35 71 72
43 64 67 71 73
11 21 23 35 64
25 44 49 60 73
03 09 13 47 52
07 16 28 53 60
22 45 46 47 65
08 23 33 45 52
01 10 26 31 51
04 23 26 62 69
08 28 36 37 57
13 34 56 62 64
22 24 25 40 70
08 12 34 52 58
04 15 35 48 49
23 34 53 58 73
03 04 31 49 57
08 14 17 20 39
19 24 26 27 70
05 12 22 41 65
11 29 44 63 64
07 12 41 44 59
09 41 43 47 57
27 44 59 74 75
17 23 35 36 44
14 15 29 49 63
25 44 49 54 63
20 30 32 42 71
41 42 51 57 65
02 11 42 64 74
32 35 49 62 67
20 33 50 53 54
06 16 45 54 60
02 03 19 52 71
04 23 30 43 50
03 27 37 45 48
06 15 19 23 40
04 16 24 25 44
07 10 30 37 53
09 23 27 49 51
04 11 32 39 40
01 15 20 21 47
06 15 27 31 39
09 22 28 48 54
02 12 18 54 56
02 16 17 22 41
04 13 14 28 41
06 19 24 43 44
04 07 30 36 38
01 09 17 20 53
13 28 35 38 41
07 13 26 36 46
02 31 32 37 41
11 20 30 34 38
01 11 16 51 55
08 21 23 25 39
25 27 36 42 44
04 22 23 27 38
25 32 35 50 51
16 20 24 39 42
10 14 21 40 53
04 05 25 27 51
03 21 43 45 48
02 23 41 47 54
36 42 51 52 53
08 15 35 46 52
03 05 28 33 51
03 14 17 40 50
06 17 34 40 48
02 05 31 33 34
15 40 45 50 53
01 10 37 48 55
10 11 12 20 55
02 20 26 44 46
04 12 25 32 54
04 05 16 18 53
02 15 17 48 55
11 15 35 43 49
06 10 12 28 32
01 19 20 39 49
01 06 13 20 51
02 20 34 42 54
21 30 34 39 49
17 42 49 54 55
09 21 22 32 50
06 08 12 22 43
02 05 15 18 39
01 10 13 19 21
17 30 41 48 54
08 15 23 36 41
07 10 14 40 47
25 31 36 46 53
20 33 46 49 51
14 27 34 37 41
03 06 14 21 37
04 08 17 22 32
09 12 19 20 30
04 11 25 34 35
06 20 39 41 46
17 30 38 43 51
06 07 13 15 43
09 13 24 38 49
01 15 19 30 56
11 35 41 42 44
09 22 32 38 55
06 15 20 39 50
02 05 10 26 44
01 30 32 40 41
08 12 27 46 47
11 12 17 31 48
07 11 16 39 54
08 18 25 42 49
01 06 12 19 41
24 29 30 34 56
03 20 21 38 42
01 02 23 25 55
04 11 21 25 44
10 13 32 40 41
02 03 18 34 48
03 18 32 41 56
01 06 07 18 29
11 28 33 41 43
39 44 51 52 54
07 43 44 51 56
03 19 24 32 43
11 22 24 28 31
05 12 26 42 49
08 37 44 47 48
09 13 22 38 52
05 24 26 29 53
06 12 31 46 56
18 22 33 35 40
03 05 13 32 35
04 18 22 38 44
05 12 18 29 56
04 15 24 36 40
01 17 42 46 55
14 34 36 48 53
13 37 40 46 52
06 10 24 26 42
06 15 16 22 37
08 09 16 32 39
10 11 20 42 55
06 08 14 43 56
07 08 23 50 51
03 13 14 46 55
05 09 22 36 49
16 17 21 40 51
05 11 20 33 36
15 32 38 42 46
16 32 39 41 53
31 40 41 47 48
04 09 40 45 50
25 34 45 46 49
05 13 20 23 33
08 20 24 35 56
15 23 34 39 55
10 18 36 38 44
30 32 33 42 48
02 10 13 38 46
05 18 21 29 41
02 03 04 08 43
05 09 38 46 51
02 44 48 50 52
01 13 21 49 55
06 07 13 24 46
03 11 19 23 36
20 23 28 35 39
03 04 24 36 52
28 34 39 45 53
03 16 23 35 36
10 16 19 32 36
11 21 27 30 53
08 12 18 30 40
02 09 17 34 50
04 09 34 40 48
37 39 42 53 55
02 27 38 46 52
02 14 29 53 55
09 15 21 40 54
10 14 35 43 52
03 11 22 34 49
10 11 12 14 24
03 15 29 35 54
02 06 08 18 51
04 11 21 42 53
24 27 31 45 52
02 05 45 46 47
03 09 15 37 38
14 23 26 33 35
01 16 24 32 48
09 14 17 36 42
02 06 12 31 48
02 19 20 24 33
11 35 38 41 52
02 04 23 38 46
09 19 34 44 51
06 17 19 20 21
01 04 06 11 14
28 29 43 51 53
02 08 30 36 48
09 10 27 36 42
20 24 31 33 36
16 29 48 52 54
06 15 29 39 51
01 16 18 25 27
09 30 39 42 47
16 25 28 32 40
03 05 10 26 27
03 04 18 29 50
17 23 30 37 45
07 19 21 49 53
09 17 18 28 43
03 05 30 36 48
10 22 24 36 49
01 09 28 38 47
03 15 31 36 53
10 27 28 37 51
04 10 16 38 48
09 17 28 34 48
02 03 15 22 36
04 24 45 46 52
23 32 33 39 43
03 05 08 18 29
20 24 27 45 51
02 04 26 36 39
05 06 22 26 41
04 12 29 49 51
07 21 29 35 49
24 30 48 51 56
17 29 43 48 52
22 28 42 49 54
04 16 23 33 48
04 13 33 39 55
03 06 24 30 33
02 16 22 29 50
05 31 45 47 54
26 30 32 33 44
27 31 39 40 46
13 31 49 52 56
13 33 40 44 46
06 21 35 37 38
24 25 45 47 53
13 35 42 45 54
25 34 38 44 56
05 15 19 23 38
03 26 40 45 52
03 19 21 44 45
02 20 28 36 45
27 31 32 40 52
06 29 38 50 51
06 23 41 45 56
22 31 43 48 56
07 12 19 23 31
01 36 38 42 49
25 44 48 49 55
02 22 25 28 50
02 03 27 30 47
11 21 44 48 49
05 15 53 54 56
04 38 41 42 43
09 43 51 54 55
11 19 39 45 54
06 24 28 33 42
14 17 19 20 32
08 10 22 47 48
20 25 35 52 55
23 31 32 39 56
02 09 10 16 35
16 29 30 46 56
03 09 11 44 49
01 02 22 37 50
01 10 13 18 46
12 17 30 35 47
12 17 27 47 48
10 14 40 49 51
11 24 25 31 46
12 29 46 47 51
09 10 20 51 53
18 21 27 37 38
29 32 35 47 52
20 23 41 49 53
28 30 31 37 55
05 07 14 28 56
09 12 21 42 43
10 17 19 45 48
01 02 17 25 48
03 33 39 47 53
11 16 34 40 51
06 18 26 37 41
01 16 29 36 50
09 10 11 33 51
19 29 32 38 55
03 18 46 51 53
20 24 32 45 51
22 23 33 39 48
10 23 39 41 45
06 40 45 50 56
01 19 20 31 36
13 14 35 36 53
06 15 23 34 38
22 24 31 52 54
01 14 35 50 53
14 33 34 54 56
10 11 12 28 43
14 19 21 42 45
03 17 19 41 55
08 10 15 23 41
01 12 19 20 47
04 05 17 19 50
15 22 23 48 55
05 06 07 30 45
17 18 24 35 39
08 09 17 32 34
25 35 36 47 48
06 20 29 48 55
16 22 23 26 35
14 33 48 49 50
05 08 31 46 50
05 09 21 35 38
04 27 29 38 45
02 15 17 33 35
01 04 11 16 45
04 22 42 46 53
04 08 15 25 47
10 12 13 35 56
06 18 36 40 49
15 16 27 40 52
08 11 12 31 32
11 20 26 46 53
18 22 25 31 38
23 27 33 44 46
04 38 45 53 54
06 11 12 18 56
11 16 19 47 53
05 09 34 43 47
02 06 12 34 35
07 14 31 51 54
01 26 27 39 46
09 26 28 35 38
08 26 28 33 53
19 25 34 46 53
01 03 12 16 54
04 19 26 28 39
15 21 30 31 32
02 07 18 32 53
02 09 14 37 42
09 10 13 31 50
10 31 36 37 43
24 29 37 48 50
10 19 24 37 44
03 08 21 28 52
02 10 13 36 38
02 28 38 42 55
03 20 43 47 52
03 04 14 18 27
06 14 50 55 56
11 12 17 21 23
08 18 22 24 38
10 13 20 28 36
10 20 29 47 48
04 10 26 32 41
04 23 24 28 32
04 13 20 29 48
11 19 40 43 44
06 17 24 43 55
02 14 26 50 56
07 13 30 33 54
04 13 20 22 56
11 30 40 48 52
02 07 10 16 29
16 19 39 44 49
12 18 28 36 43
02 15 18 20 39
07 11 14 15 34
01 31 33 34 50
08 18 45 47 50
01 10 12 32 36
03 04 15 27 37
01 02 13 19 27
12 17 21 23 30
11 36 37 41 55
04 12 13 21 27
06 13 33 34 42
12 18 28 48 54
12 13 15 17 50
12 27 44 45 51
03 11 20 29 39
05 14 17 19 24
15 20 23 26 30
11 13 19 37 40
20 21 40 47 56
26 33 43 46 54
02 07 20 34 50
09 21 31 36 43
14 20 41 47 53
23 37 41 50 55
19 26 28 37 52
05 08 10 34 42
10 16 31 48 50
03 12 27 39 47
15 18 39 48 53
16 43 44 52 56
02 17 22 30 31
01 11 24 38 44
23 41 46 47 52
03 25 28 29 40
10 31 45 50 54
03 22 48 52 56
02 15 25 48 53
14 16 18 19 29
11 31 34 44 52
09 12 47 48 56
04 14 29 54 56
04 16 36 40 53
01 22 39 42 46
11 12 21 29 45
14 16 17 33 47
02 17 20 26 48
10 20 45 51 53
06 07 26 27 49
01 10 22 23 38
07 08 38 39 48
08 13 27 28 52
04 05 34 38 41
04 07 19 21 38
05 09 31 37 56
18 20 31 36 43
13 28 39 50 55
06 08 27 40 41
02 05 29 35 51
03 33 35 39 45
10 20 30 44 49
27 31 32 36 47
02 21 27 34 44
20 23 28 30 46
04 33 41 51 56
17 30 39 52 53
12 25 37 39 45
10 11 35 37 50
03 04 07 16 56
08 22 27 49 50
27 43 45 49 54
08 21 29 34 37
07 11 27 40 46
05 18 23 31 38
04 15 17 29 38
07 13 37 46 51
27 45 48 54 56
13 17 25 45 55
10 13 18 33 51
17 31 34 45 51
03 14 21 24 51
09 33 51 53 56
15 24 51 53 55
02 21 25 45 50
07 27 42 49 52
26 29 33 39 46
18 27 31 36 52
29 30 32 35 41
16 27 48 49 54
04 10 18 28 50
02 04 06 21 44
02 09 28 51 53
01 17 31 37 54
03 12 19 22 40
09 38 44 48 49
04 05 26 37 56
08 22 25 33 35
06 12 15 32 42
07 18 35 45 56
01 28 34 42 50
17 35 44 52 56
04 17 24 25 48
03 06 43 51 52
03 08 21 50 52
08 17 40 47 50
20 29 35 45 53
05 10 26 27 28
25 27 35 38 39
05 06 07 11 25
07 34 49 54 55
11 15 17 29 46
12 14 16 31 50
04 09 12 16 46
09 15 21 26 45
06 11 20 32 44
05 17 31 36 56
05 20 38 41 52
09 13 26 30 35
23 30 36 39 48
09 18 21 37 55
03 29 34 42 49
02 04 09 15 42
07 12 24 36 48
04 08 10 14 51
12 27 29 32 34
05 23 38 39 54
09 16 24 40 43
15 20 24 36 44
09 20 21 48 49
05 24 37 47 52
05 13 26 35 45
04 11 22 48 50
18 25 36 42 51
02 04 13 17 36
16 22 38 39 48
14 39 47 48 53
10 15 24 38 50
04 25 34 43 44
15 16 20 39 40
09 15 24 28 31
10 12 26 46 50
02 27 31 39 40
11 18 37 46 55
26 32 35 43 52
24 37 44 50 56
01 27 28 35 40
21 28 41 45 55
01 09 23 27 33
25 36 37 40 51
18 29 38 43 47
02 12 18 28 31
04 15 29 43 56
13 16 19 53 55
03 11 12 14 21
02 17 20 27 28
01 09 10 35 46
02 04 21 39 51
22 25 33 36 48
23 25 30 45 50
03 11 12 19 33
02 11 19 21 34
01 22 29 44 52
06 19 29 33 37
01 08 13 27 41
03 13 16 39 54
10 14 16 29 40
10 16 19 27 48
11 12 26 31 33
21 27 46 52 55
02 17 22 32 51
10 30 44 46 48
02 11 22 51 52
01 22 52 53 56
10 15 22 52 53
03 18 19 30 34
05 27 38 42 55
14 24 32 43 44
10 21 23 41 55
02 07 17 29 47
06 39 45 46 48
05 33 34 47 52
16 19 39 42 44
07 15 27 28 31
14 35 41 42 51
14 15 43 46 48
02 25 35 38 42
13 28 32 41 52
09 30 35 39 49
06 13 14 31 36
09 32 34 43 52
02 09 41 48 51
13 24 39 51 52
01 12 14 25 35
22 23 28 49 52
01 06 15 27 46
14 23 43 44 54
21 25 26 50 51
06 16 24 34 36
12 13 15 41 42
09 18 19 26 40
08 23 29 30 53
02 07 23 38 40
11 17 28 32 50
09 21 36 38 55
09 13 17 18 56
11 13 20 30 42
02 16 19 35 52
02 16 23 29 32
17 29 36 53 55
19 24 34 45 51
05 14 16 39 51
01 20 22 29 41
01 03 12 19 20
01 22 33 43 52
08 14 22 39 50
10 22 36 50 53
11 17 25 36 42
05 14 25 47 49
08 09 14 38 44
03 05 15 43 51
08 09 43 44 54
04 19 24 32 54
39 40 47 53 55
14 24 32 45 49
04 08 11 22 30
02 14 26 32 41
06 11 39 46 47
20 24 27 31 47
16 31 43 46 56
04 21 46 53 54
08 28 37 53 55
19 24 35 44 51
19 32 37 45 52
03 22 31 48 54
24 28 36 50 53
12 13 27 48 50
14 18 27 31 42
08 09 31 37 44
03 05 40 45 49
04 17 26 46 56
07 26 27 40 43
38 42 43 48 53
05 08 17 19 41
13 15 20 25 44
03 12 18 25 52
04 13 35 41 47
19 32 33 41 48
07 15 30 33 56
05 17 22 26 55
09 12 30 36 55
07 12 13 19 22
01 38 42 55 56
07 11 26 30 53
14 27 39 47 50
21 30 43 46 50
04 05 17 40 51
03 14 30 44 56
08 23 39 40 42
05 12 22 38 56
12 15 22 25 33
12 22 33 43 44
21 30 42 44 50
22 36 42 45 55
10 29 45 52 54
24 31 39 40 56
13 16 25 30 54
02 19 22 28 54
14 19 20 43 53
03 23 46 48 49
04 07 12 17 30
06 25 27 30 45
12 18 26 28 51
16 27 30 45 53
05 06 12 26 51
09 10 26 29 39
18 21 33 42 56
14 20 23 42 43
12 13 30 31 39
15 26 36 39 40
11 33 41 42 46
03 17 43 46 47
01 03 34 49 52
02 08 44 46 51
12 20 24 38 51
02 07 45 52 53
05 15 18 23 46
01 02 05 41 44
21 26 34 44 54
01 10 17 32 51
10 19 37 40 48
28 37 40 43 44
04 13 20 25 33
02 19 23 47 54
05 21 23 33 45
20 24 31 34 49
05 09 12 33 40
09 10 17 21 35
14 19 27 34 48
03 06 11 42 46
08 18 22 40 44
37 40 48 53 56
04 21 46 51 53
08 38 54 55 56
02 08 33 38 53
05 08 09 24 34
10 20 32 33 54
36 41 50 55 56
16 29 42 46 51
05 18 37 39 43
07 12 35 54 55
08 17 20 23 50
06 13 30 41 52
16 30 38 46 51
07 39 41 48 53
19 24 30 34 56
03 09 12 25 47
21 35 37 39 40
01 17 40 51 52
04 10 20 29 45
11 14 21 24 31
05 16 31 49 54
01 05 16 26 30
03 13 19 31 50
06 26 29 31 39
27 35 38 49 56
12 19 29 32 48
02 24 44 51 54
10 14 22 42 43
02 07 11 22 36
13 23 24 30 44
06 13 42 46 56
28 30 33 48 54
16 24 41 43 54
04 09 20 45 55
11 16 31 52 53
05 07 26 38 56
08 10 35 36 43
01 09 10 23 53
01 04 11 31 47
11 14 21 25 26
07 15 16 19 28
24 32 34 36 39
16 26 33 34 46
15 23 37 48 53
18 25 34 35 42
18 21 35 51 53
07 21 46 49 55
17 25 36 40 43
07 11 16 38 49
10 13 25 42 43
16 22 29 39 42
14 21 33 35 51
18 31 44 45 48
03 18 21 38 50
01 09 26 46 51
17 35 40 46 48
03 09 24 29 41
32 39 46 48 49
16 21 35 36 46
22 33 35 40 53
14 18 44 52 56
16 17 36 49 54
03 05 15 26 53
04 28 30 31 35
04 08 15 33 52
12 14 26 40 42
07 11 26 38 54
02 12 44 46 51
09 10 38 51 53
03 04 10 39 50
07 12 25 44 53
05 12 15 25 34
09 32 37 42 48
06 07 17 28 40
20 30 31 35 49
01 15 29 32 45
06 09 13 43 46
16 22 23 37 53
07 14 24 41 56
14 35 40 47 48
07 13 20 42 47
05 19 25 30 50
09 20 24 25 36
11 42 52 53 55
13 22 33 51 52
08 10 22 25 55
05 34 40 45 46
15 22 26 30 32
05 25 41 48 51
09 13 23 29 54
06 18 20 28 38
24 27 42 47 50
14 30 35 40 43
01 11 20 21 46
06 19 32 33 40
03 25 43 45 55
03 06 38 42 45
07 12 17 22 43
02 19 44 45 56
06 26 33 39 55
03 16 25 30 44
09 17 34 52 53
01 32 36 42 53
05 06 51 53 55
15 25 37 38 52
17 24 35 46 54
03 04 05 07 36
05 12 13 46 50
10 12 22 44 48
14 16 38 40 49
01 05 13 18 33
02 24 31 50 55
14 29 32 43 49
02 13 23 32 35
07 21 24 41 51
18 26 35 36 43
12 13 29 49 52
13 25 26 28 56
05 14 34 36 52
07 15 27 46 56
09 15 31 42 45
20 40 46 48 54
02 14 20 29 44
13 17 24 34 56
11 21 37 53 54
27 30 36 38 45
01 20 23 24 33
08 17 18 26 47
05 29 35 52 53
03 10 18 36 38
02 13 28 34 45
12 14 20 47 48
17 21 28 48 54
05 12 31 51 56
07 24 40 48 50
06 36 39 45 52
07 15 24 43 44
08 20 39 53 55
07 11 22 27 31
16 29 32 36 55
01 20 32 37 39
02 04 07 27 41
13 14 25 34 50
08 10 18 29 33
02 12 45 46 56
01 18 31 46 52
09 25 48 51 56
04 07 19 50 52
14 18 35 39 49
01 02 17 47 49
04 16 17 28 31
08 11 23 48 52
27 28 30 42 50
04 17 18 51 54
15 27 36 38 42
25 29 38 39 46
02 04 35 36 48
03 05 12 16 34
14 23 27 36 45
16 25 31 43 46
27 36 43 49 54
24 39 40 43 46
02 16 25 30 48
29 31 32 41 52
01 35 53 54 56
02 07 08 18 29
31 34 36 51 55
18 22 28 44 53
24 32 37 39 40
05 21 27 44 53
07 27 32 37 38
08 11 28 37 53
15 19 20 32 38
14 20 25 40 44
11 24 27 49 55
10 37 39 49 54
06 20 23 40 56
14 25 26 31 56
09 10 12 22 41
14 15 31 32 43
06 10 26 30 33
03 12 21 38 44
07 08 47 51 52
05 25 31 33 34
09 22 37 41 43
08 18 21 42 46
02 04 05 40 48
09 14 34 50 51
08 16 21 25 27
07 09 41 53 54
05 18 21 28 36
08 17 25 28 53
07 12 18 31 55
11 17 28 29 36
